epoch,train_total,train_sup,train_adv,train_unsup,train_disc,val_loss,val_token_acc,pseudo_chunks,pseudo_notes
110,3.662385,3.662385,0.000000,0.000000,0.000000,3.949024,0.000000,0,0
111,3.644012,3.644012,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
112,3.536671,3.536671,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
113,3.473242,3.473242,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
114,3.604616,3.604616,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
115,3.475184,3.475184,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
116,3.490304,3.490304,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
117,3.501391,3.501391,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
118,3.567277,3.567277,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
119,3.374048,3.374048,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
120,3.458893,3.458893,0.000000,0.000000,0.000000,3.840978,0.000000,0,0
121,3.439712,3.439712,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
122,3.383834,3.383834,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
123,3.513790,3.513790,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
124,3.378139,3.378139,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
125,3.305314,3.305314,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
126,3.312055,3.312055,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
127,3.340495,3.340495,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
128,3.262263,3.262263,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
129,3.265388,3.265388,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
130,3.386153,3.386153,0.000000,0.000000,0.000000,3.745033,0.000000,0,0
131,3.303431,3.303431,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
132,3.370001,3.370001,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
133,3.282234,3.282234,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
134,3.306430,3.306430,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
135,3.193028,3.193028,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
136,3.177652,3.177652,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
137,3.247715,3.247715,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
138,3.376238,3.376238,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
139,3.327556,3.327556,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
140,3.279663,3.279663,0.000000,0.000000,0.000000,3.644528,0.000000,0,0
141,3.191145,3.191145,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
142,3.212631,3.212631,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
143,3.317216,3.317216,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
144,3.232391,3.232391,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
145,3.216061,3.216061,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
146,3.098944,3.098944,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
147,3.223536,3.223536,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
148,3.200655,3.200655,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
149,3.059982,3.059982,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
150,3.230879,3.230879,0.000000,0.000000,0.000000,3.596237,0.000000,0,0
151,3.074266,3.074266,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
152,3.109778,3.109778,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
153,3.044538,3.044538,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
154,3.153739,3.153739,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
155,3.132163,3.132163,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
156,3.058424,3.058424,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
157,2.948136,2.948136,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
158,3.030241,3.030241,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
159,2.976076,2.976076,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
160,3.032924,3.032924,0.000000,0.000000,0.000000,3.566895,0.000000,0,0
161,3.051577,3.051577,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
162,2.969259,2.969259,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
163,3.040180,3.040180,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
164,3.049863,3.049863,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
165,3.027964,3.027964,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
166,2.978818,2.978818,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
167,2.997106,2.997106,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
168,3.045935,3.045935,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
169,3.028439,3.028439,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
170,2.951549,2.951549,0.000000,0.000000,0.000000,3.487355,0.000000,0,0
171,2.953833,2.953833,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
172,2.814123,2.814123,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
173,2.874527,2.874527,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
174,2.849726,2.849726,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
175,2.827909,2.827909,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
176,2.796008,2.796008,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
177,2.812615,2.812615,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
178,2.802436,2.802436,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
179,2.676404,2.676404,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
180,2.956253,2.956253,0.000000,0.000000,0.000000,3.425232,0.000000,0,0
181,2.911464,2.911464,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
182,2.815646,2.815646,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
183,2.940447,2.940447,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
184,2.670452,2.670452,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
185,2.892010,2.892010,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
186,2.762806,2.762806,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
187,2.778745,2.778745,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
188,2.850368,2.850368,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
189,2.623207,2.623207,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
190,2.632503,2.632503,0.000000,0.000000,0.000000,3.369687,0.000000,0,0
191,2.748420,2.748420,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
192,2.698862,2.698862,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
193,2.813144,2.813144,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
194,2.789456,2.789456,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
195,2.743520,2.743520,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
196,2.789133,2.789133,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
197,2.692027,2.692027,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
198,2.668679,2.668679,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
199,2.622278,2.622278,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
200,2.606113,2.606113,0.000000,0.000000,0.000000,3.298978,0.000000,0,0
201,2.634266,2.634266,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
202,2.532937,2.532937,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
203,2.650176,2.650176,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
204,2.611496,2.611496,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
205,2.596622,2.596622,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
206,2.542445,2.542445,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
207,2.692118,2.692118,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
208,2.564124,2.564124,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
209,2.546294,2.546294,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
210,2.422369,2.422369,0.000000,0.000000,0.000000,3.267099,0.000000,0,0
211,2.476273,2.476273,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
212,2.557161,2.557161,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
213,2.624364,2.624364,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
214,2.581605,2.581605,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
215,2.576347,2.576347,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
216,2.530364,2.530364,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
217,2.484946,2.484946,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
218,2.519309,2.519309,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
219,2.582664,2.582664,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
220,2.468807,2.468807,0.000000,0.000000,0.000000,3.191241,0.000000,0,0
221,2.436014,2.436014,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
222,2.471715,2.471715,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
223,2.402245,2.402245,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
224,2.544781,2.544781,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
225,2.454397,2.454397,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
226,2.495962,2.495962,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
227,2.438196,2.438196,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
228,2.391650,2.391650,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
229,2.321930,2.321930,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
230,2.428773,2.428773,0.000000,0.000000,0.000000,3.151573,0.000000,0,0
231,2.387490,2.387490,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
232,2.450079,2.450079,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
233,2.396805,2.396805,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
234,2.267082,2.267082,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
235,2.307037,2.307037,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
236,2.237873,2.237873,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
237,2.340410,2.340410,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
238,2.353742,2.353742,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
239,2.364030,2.364030,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
240,2.172750,2.172750,0.000000,0.000000,0.000000,3.114917,0.000000,0,0
241,2.248865,2.248865,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
242,2.255463,2.255463,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
243,2.212616,2.212616,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
244,2.391029,2.391029,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
245,2.387461,2.387461,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
246,2.246229,2.246229,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
247,2.272582,2.272582,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
248,2.288060,2.288060,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
249,2.288473,2.288473,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
250,2.143088,2.143088,0.000000,0.000000,0.000000,3.075369,0.000000,0,0
251,2.367297,2.367297,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
252,2.312225,2.312225,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
253,2.106685,2.106685,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
254,2.268220,2.268220,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
255,2.261328,2.261328,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
256,2.215616,2.215616,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
257,2.150363,2.150363,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
258,2.177102,2.177102,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
259,2.258495,2.258495,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
260,2.232872,2.232872,0.000000,0.000000,0.000000,3.028589,0.000000,0,0
261,2.230191,2.230191,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
262,2.103375,2.103375,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
263,2.179145,2.179145,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
264,2.085655,2.085655,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
265,2.144185,2.144185,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
266,2.069924,2.069924,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
267,2.146666,2.146666,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
268,2.057435,2.057435,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
269,2.080301,2.080301,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
270,2.115737,2.115737,0.000000,0.000000,0.000000,2.995177,0.000000,0,0
271,2.039437,2.039437,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
272,2.120738,2.120738,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
273,2.183733,2.183733,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
274,2.038583,2.038583,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
275,2.024362,2.024362,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
276,2.087459,2.087459,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
277,2.088797,2.088797,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
278,2.017334,2.017334,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
279,1.986508,1.986508,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
280,2.114223,2.114223,0.000000,0.000000,0.000000,2.983037,0.000000,0,0
281,2.141901,2.141901,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
282,2.060623,2.060623,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
283,2.000238,2.000238,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
284,1.970464,1.970464,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
285,1.990958,1.990958,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
286,1.946548,1.946548,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
287,1.873966,1.873966,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
288,2.056925,2.056925,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
289,2.034102,2.034102,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
290,1.935141,1.935141,0.000000,0.000000,0.000000,2.943288,0.000000,0,0
291,2.008396,2.008396,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
292,1.944915,1.944915,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
293,1.966641,1.966641,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
294,2.017375,2.017375,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
295,1.929229,1.929229,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
296,1.923107,1.923107,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
297,1.960170,1.960170,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
298,2.180094,2.180094,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
299,1.939076,1.939076,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
300,2.003846,2.003846,0.000000,0.000000,0.000000,2.921906,0.000000,0,0
301,1.973105,1.973105,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
302,2.094213,2.094213,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
303,2.037269,2.037269,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
304,1.860871,1.860871,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
305,1.958757,1.958757,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
306,1.862271,1.862271,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
307,1.920422,1.920422,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
308,1.984370,1.984370,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
309,1.698495,1.698495,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
310,1.863441,1.863441,0.000000,0.000000,0.000000,2.908183,0.000000,0,0
311,1.873953,1.873953,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
312,1.795956,1.795956,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
313,1.918787,1.918787,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
314,2.010131,2.010131,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
315,1.863449,1.863449,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
316,2.002904,2.002904,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
317,1.858618,1.858618,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
318,1.895141,1.895141,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
319,1.915388,1.915388,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
320,1.949081,1.949081,0.000000,0.000000,0.000000,2.882266,0.000000,0,0
321,1.791577,1.791577,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
322,1.867282,1.867282,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
323,1.766724,1.766724,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
324,1.859795,1.859795,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
325,1.833468,1.833468,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
326,1.883901,1.883901,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
327,1.658950,1.658950,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
328,1.685668,1.685668,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
329,1.825514,1.825514,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
330,1.865836,1.865836,0.000000,0.000000,0.000000,2.862048,0.000000,0,0
331,1.789958,1.789958,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
332,1.815806,1.815806,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
333,1.727604,1.727604,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
334,1.764534,1.764534,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
335,1.816679,1.816679,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
336,1.812425,1.812425,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
337,1.595572,1.595572,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
338,1.748474,1.748474,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
