step,train_total,train_sup,train_adv,train_unsup,train_disc,val_loss,val_token_acc,pseudo_chunks,pseudo_notes
2100,1.913471,1.913471,0.000000,0.000000,0.000000,,,0,0
2150,1.797416,1.797416,0.000000,0.000000,0.000000,,,0,0
2200,1.771037,1.771037,0.000000,0.000000,0.000000,,,0,0
2250,1.775300,1.775300,0.000000,0.000000,0.000000,,,0,0
2300,1.685675,1.685675,0.000000,0.000000,0.000000,,,0,0
2350,1.736651,1.736651,0.000000,0.000000,0.000000,,,0,0
2400,1.703270,1.703270,0.000000,0.000000,0.000000,,,0,0
2450,1.703465,1.703465,0.000000,0.000000,0.000000,,,0,0
2500,1.635052,1.635052,0.000000,0.000000,0.000000,,,0,0
2550,1.651497,1.651497,0.000000,0.000000,0.000000,,,0,0
2600,1.587810,1.587810,0.000000,0.000000,0.000000,,,0,0
2650,1.557242,1.557242,0.000000,0.000000,0.000000,,,0,0
2700,1.554839,1.554839,0.000000,0.000000,0.000000,,,0,0
2750,1.535316,1.535316,0.000000,0.000000,0.000000,,,0,0
2800,1.510692,1.510692,0.000000,0.000000,0.000000,,,0,0
2850,1.512934,1.512934,0.000000,0.000000,0.000000,,,0,0
2900,1.471731,1.471731,0.000000,0.000000,0.000000,,,0,0
2950,1.468333,1.468333,0.000000,0.000000,0.000000,,,0,0
3000,1.426773,1.426773,0.000000,0.000000,0.000000,,,0,0
3050,1.459426,1.459426,0.000000,0.000000,0.000000,,,0,0
3100,1.407970,1.407970,0.000000,0.000000,0.000000,,,0,0
3150,1.379397,1.379397,0.000000,0.000000,0.000000,,,0,0
3200,1.369688,1.369688,0.000000,0.000000,0.000000,,,0,0
3250,1.373884,1.373884,0.000000,0.000000,0.000000,,,0,0
3300,1.368177,1.368177,0.000000,0.000000,0.000000,,,0,0
3350,1.311803,1.311803,0.000000,0.000000,0.000000,,,0,0
3400,1.280420,1.280420,0.000000,0.000000,0.000000,,,0,0
3450,1.298867,1.298867,0.000000,0.000000,0.000000,,,0,0
3500,1.349818,1.349818,0.000000,0.000000,0.000000,,,0,0
3550,1.271989,1.271989,0.000000,0.000000,0.000000,,,0,0
3600,1.270438,1.270438,0.000000,0.000000,0.000000,,,0,0
3650,1.266795,1.266795,0.000000,0.000000,0.000000,,,0,0
3700,1.221356,1.221356,0.000000,0.000000,0.000000,,,0,0
3750,1.243114,1.243114,0.000000,0.000000,0.000000,,,0,0
3800,1.242460,1.242460,0.000000,0.000000,0.000000,,,0,0
3850,1.218351,1.218351,0.000000,0.000000,0.000000,,,0,0
3900,1.233917,1.233917,0.000000,0.000000,0.000000,,,0,0
3950,1.188677,1.188677,0.000000,0.000000,0.000000,,,0,0
4000,1.196783,1.196783,0.000000,0.000000,0.000000,,,0,0
4000,,,,,,2.845917,0.000000,,
4050,1.179105,1.179105,0.000000,0.000000,0.000000,,,0,0
4100,1.197925,1.197925,0.000000,0.000000,0.000000,,,0,0
4150,1.148884,1.148884,0.000000,0.000000,0.000000,,,0,0
4200,1.212865,1.212865,0.000000,0.000000,0.000000,,,0,0
4250,1.151529,1.151529,0.000000,0.000000,0.000000,,,0,0
4300,1.160741,1.160741,0.000000,0.000000,0.000000,,,0,0
4350,1.092671,1.092671,0.000000,0.000000,0.000000,,,0,0
4400,1.106380,1.106380,0.000000,0.000000,0.000000,,,0,0
4450,1.139475,1.139475,0.000000,0.000000,0.000000,,,0,0
4500,1.130531,1.130531,0.000000,0.000000,0.000000,,,0,0
4550,1.130464,1.130464,0.000000,0.000000,0.000000,,,0,0
4600,1.088270,1.088270,0.000000,0.000000,0.000000,,,0,0
4650,1.084708,1.084708,0.000000,0.000000,0.000000,,,0,0
4700,1.097933,1.097933,0.000000,0.000000,0.000000,,,0,0
4750,1.097677,1.097677,0.000000,0.000000,0.000000,,,0,0
4800,1.128660,1.128660,0.000000,0.000000,0.000000,,,0,0
4850,1.060092,1.060092,0.000000,0.000000,0.000000,,,0,0
4900,1.058399,1.058399,0.000000,0.000000,0.000000,,,0,0
4950,1.066831,1.066831,0.000000,0.000000,0.000000,,,0,0
5000,1.038218,1.038218,0.000000,0.000000,0.000000,,,0,0
5050,1.068335,1.068335,0.000000,0.000000,0.000000,,,0,0
5100,1.044968,1.044968,0.000000,0.000000,0.000000,,,0,0
5150,1.068831,1.068831,0.000000,0.000000,0.000000,,,0,0
5200,1.035479,1.035479,0.000000,0.000000,0.000000,,,0,0
5250,1.022847,1.022847,0.000000,0.000000,0.000000,,,0,0
5300,1.003727,1.003727,0.000000,0.000000,0.000000,,,0,0
5350,1.014103,1.014103,0.000000,0.000000,0.000000,,,0,0
5400,1.012994,1.012994,0.000000,0.000000,0.000000,,,0,0
5450,1.020786,1.020786,0.000000,0.000000,0.000000,,,0,0
5500,1.002825,1.002825,0.000000,0.000000,0.000000,,,0,0
5550,0.997338,0.997338,0.000000,0.000000,0.000000,,,0,0
5600,0.947041,0.947041,0.000000,0.000000,0.000000,,,0,0
5650,0.964255,0.964255,0.000000,0.000000,0.000000,,,0,0
5700,0.974071,0.974071,0.000000,0.000000,0.000000,,,0,0
5750,1.004902,1.004902,0.000000,0.000000,0.000000,,,0,0
5800,0.986972,0.986972,0.000000,0.000000,0.000000,,,0,0
5850,0.978189,0.978189,0.000000,0.000000,0.000000,,,0,0
5900,0.962826,0.962826,0.000000,0.000000,0.000000,,,0,0
5950,0.976323,0.976323,0.000000,0.000000,0.000000,,,0,0
6000,0.918329,0.918329,0.000000,0.000000,0.000000,,,0,0
6000,,,,,,2.895124,0.000000,,
6050,1.008717,1.008717,0.000000,0.000000,0.000000,,,0,0
6100,0.966081,0.966081,0.000000,0.000000,0.000000,,,0,0
6150,0.941590,0.941590,0.000000,0.000000,0.000000,,,0,0
6200,0.920895,0.920895,0.000000,0.000000,0.000000,,,0,0
6250,0.956217,0.956217,0.000000,0.000000,0.000000,,,0,0
6300,0.931197,0.931197,0.000000,0.000000,0.000000,,,0,0
6350,0.961189,0.961189,0.000000,0.000000,0.000000,,,0,0
6400,0.952529,0.952529,0.000000,0.000000,0.000000,,,0,0
6450,0.933950,0.933950,0.000000,0.000000,0.000000,,,0,0
6500,0.937426,0.937426,0.000000,0.000000,0.000000,,,0,0
6550,0.953207,0.953207,0.000000,0.000000,0.000000,,,0,0
6600,1.004180,1.004180,0.000000,0.000000,0.000000,,,0,0
6650,0.980571,0.980571,0.000000,0.000000,0.000000,,,0,0
6700,0.958417,0.958417,0.000000,0.000000,0.000000,,,0,0
6750,0.920090,0.920090,0.000000,0.000000,0.000000,,,0,0
6800,0.936694,0.936694,0.000000,0.000000,0.000000,,,0,0
6850,0.902621,0.902621,0.000000,0.000000,0.000000,,,0,0
6900,0.888169,0.888169,0.000000,0.000000,0.000000,,,0,0
6950,0.904217,0.904217,0.000000,0.000000,0.000000,,,0,0
7000,0.884719,0.884719,0.000000,0.000000,0.000000,,,0,0
7050,0.925908,0.925908,0.000000,0.000000,0.000000,,,0,0
7100,0.910198,0.910198,0.000000,0.000000,0.000000,,,0,0
7150,0.919975,0.919975,0.000000,0.000000,0.000000,,,0,0
7200,0.933452,0.933452,0.000000,0.000000,0.000000,,,0,0
7250,0.969953,0.969953,0.000000,0.000000,0.000000,,,0,0
7300,0.907558,0.907558,0.000000,0.000000,0.000000,,,0,0
7350,0.851604,0.851604,0.000000,0.000000,0.000000,,,0,0
7400,0.894037,0.894037,0.000000,0.000000,0.000000,,,0,0
7450,0.867306,0.867306,0.000000,0.000000,0.000000,,,0,0
7500,0.845255,0.845255,0.000000,0.000000,0.000000,,,0,0
7550,0.866570,0.866570,0.000000,0.000000,0.000000,,,0,0
7600,0.839034,0.839034,0.000000,0.000000,0.000000,,,0,0
7650,0.870085,0.870085,0.000000,0.000000,0.000000,,,0,0
7700,0.874158,0.874158,0.000000,0.000000,0.000000,,,0,0
7750,0.849374,0.849374,0.000000,0.000000,0.000000,,,0,0
7800,0.875016,0.875016,0.000000,0.000000,0.000000,,,0,0
7850,0.828882,0.828882,0.000000,0.000000,0.000000,,,0,0
7900,0.819224,0.819224,0.000000,0.000000,0.000000,,,0,0
7950,0.832277,0.832277,0.000000,0.000000,0.000000,,,0,0
8000,0.824154,0.824154,0.000000,0.000000,0.000000,,,0,0
8000,,,,,,nan,0.000000,,
8050,0.809044,0.809044,0.000000,0.000000,0.000000,,,0,0
8100,0.861352,0.861352,0.000000,0.000000,0.000000,,,0,0
8150,0.830987,0.830987,0.000000,0.000000,0.000000,,,0,0
8200,0.856009,0.856009,0.000000,0.000000,0.000000,,,0,0
8250,0.853221,0.853221,0.000000,0.000000,0.000000,,,0,0
8300,0.866692,0.866692,0.000000,0.000000,0.000000,,,0,0
8350,0.839429,0.839429,0.000000,0.000000,0.000000,,,0,0
8400,0.833636,0.833636,0.000000,0.000000,0.000000,,,0,0
8450,0.837200,0.837200,0.000000,0.000000,0.000000,,,0,0
8500,0.836721,0.836721,0.000000,0.000000,0.000000,,,0,0
8550,0.808037,0.808037,0.000000,0.000000,0.000000,,,0,0
8600,0.809127,0.809127,0.000000,0.000000,0.000000,,,0,0
8650,0.813794,0.813794,0.000000,0.000000,0.000000,,,0,0
8700,0.802769,0.802769,0.000000,0.000000,0.000000,,,0,0
8750,0.824943,0.824943,0.000000,0.000000,0.000000,,,0,0
8800,0.833966,0.833966,0.000000,0.000000,0.000000,,,0,0
8850,0.826894,0.826894,0.000000,0.000000,0.000000,,,0,0
8900,1.932582,1.932582,0.000000,0.000000,0.000000,,,0,0
8950,1.857279,1.857279,0.000000,0.000000,0.000000,,,0,0
9000,1.809256,1.809256,0.000000,0.000000,0.000000,,,0,0
9050,1.731651,1.731651,0.000000,0.000000,0.000000,,,0,0
9100,1.640460,1.640460,0.000000,0.000000,0.000000,,,0,0
9150,1.598894,1.598894,0.000000,0.000000,0.000000,,,0,0
9200,1.632819,1.632819,0.000000,0.000000,0.000000,,,0,0
9250,1.581824,1.581824,0.000000,0.000000,0.000000,,,0,0
9300,1.584811,1.584811,0.000000,0.000000,0.000000,,,0,0
9350,1.513682,1.513682,0.000000,0.000000,0.000000,,,0,0
9400,1.517384,1.517384,0.000000,0.000000,0.000000,,,0,0
9450,1.520583,1.520583,0.000000,0.000000,0.000000,,,0,0
9500,1.446456,1.446456,0.000000,0.000000,0.000000,,,0,0
9550,1.471895,1.471895,0.000000,0.000000,0.000000,,,0,0
9600,1.475784,1.475784,0.000000,0.000000,0.000000,,,0,0
9650,1.441106,1.441106,0.000000,0.000000,0.000000,,,0,0
9700,1.418660,1.418660,0.000000,0.000000,0.000000,,,0,0
9750,1.409642,1.409642,0.000000,0.000000,0.000000,,,0,0
9800,1.384405,1.384405,0.000000,0.000000,0.000000,,,0,0
9850,1.379897,1.379897,0.000000,0.000000,0.000000,,,0,0
9900,1.304686,1.304686,0.000000,0.000000,0.000000,,,0,0
9950,1.357178,1.357178,0.000000,0.000000,0.000000,,,0,0
10000,1.286608,1.286608,0.000000,0.000000,0.000000,,,0,0
10000,,,,,,nan,0.000000,,
10050,1.362703,1.362703,0.000000,0.000000,0.000000,,,0,0
10100,1.361273,1.361273,0.000000,0.000000,0.000000,,,0,0
10150,1.331426,1.331426,0.000000,0.000000,0.000000,,,0,0
10200,1.331313,1.331313,0.000000,0.000000,0.000000,,,0,0
10250,1.295107,1.295107,0.000000,0.000000,0.000000,,,0,0
10300,1.334326,1.334326,0.000000,0.000000,0.000000,,,0,0
10350,1.263007,1.263007,0.000000,0.000000,0.000000,,,0,0
10400,1.320473,1.320473,0.000000,0.000000,0.000000,,,0,0
10450,1.297163,1.297163,0.000000,0.000000,0.000000,,,0,0
10500,1.274917,1.274917,0.000000,0.000000,0.000000,,,0,0
10550,1.277927,1.277927,0.000000,0.000000,0.000000,,,0,0
10600,1.226642,1.226642,0.000000,0.000000,0.000000,,,0,0
10650,1.232985,1.232985,0.000000,0.000000,0.000000,,,0,0
10700,1.248420,1.248420,0.000000,0.000000,0.000000,,,0,0
10750,1.213716,1.213716,0.000000,0.000000,0.000000,,,0,0
10800,1.232174,1.232174,0.000000,0.000000,0.000000,,,0,0
10850,1.241267,1.241267,0.000000,0.000000,0.000000,,,0,0
10900,1.287591,1.287591,0.000000,0.000000,0.000000,,,0,0
10950,1.176932,1.176932,0.000000,0.000000,0.000000,,,0,0
11000,1.227647,1.227647,0.000000,0.000000,0.000000,,,0,0
11050,1.269982,1.269982,0.000000,0.000000,0.000000,,,0,0
11100,1.243849,1.243849,0.000000,0.000000,0.000000,,,0,0
11150,1.211208,1.211208,0.000000,0.000000,0.000000,,,0,0
11200,1.219167,1.219167,0.000000,0.000000,0.000000,,,0,0
11250,1.224911,1.224911,0.000000,0.000000,0.000000,,,0,0
11300,1.224257,1.224257,0.000000,0.000000,0.000000,,,0,0
11350,1.223303,1.223303,0.000000,0.000000,0.000000,,,0,0
11400,1.179469,1.179469,0.000000,0.000000,0.000000,,,0,0
11450,1.153386,1.153386,0.000000,0.000000,0.000000,,,0,0
11500,1.165669,1.165669,0.000000,0.000000,0.000000,,,0,0
11550,1.176548,1.176548,0.000000,0.000000,0.000000,,,0,0
11600,1.168016,1.168016,0.000000,0.000000,0.000000,,,0,0
11650,1.171638,1.171638,0.000000,0.000000,0.000000,,,0,0
11700,1.130580,1.130580,0.000000,0.000000,0.000000,,,0,0
11750,1.171113,1.171113,0.000000,0.000000,0.000000,,,0,0
11800,1.161342,1.161342,0.000000,0.000000,0.000000,,,0,0
11850,1.161917,1.161917,0.000000,0.000000,0.000000,,,0,0
11900,1.137606,1.137606,0.000000,0.000000,0.000000,,,0,0
11950,1.103867,1.103867,0.000000,0.000000,0.000000,,,0,0
12000,1.151706,1.151706,0.000000,0.000000,0.000000,,,0,0
12000,,,,,,nan,0.000000,,
12050,1.142981,1.142981,0.000000,0.000000,0.000000,,,0,0
12100,1.158755,1.158755,0.000000,0.000000,0.000000,,,0,0
12150,1.142980,1.142980,0.000000,0.000000,0.000000,,,0,0
12200,1.077301,1.077301,0.000000,0.000000,0.000000,,,0,0
12250,1.146919,1.146919,0.000000,0.000000,0.000000,,,0,0
12300,1.129229,1.129229,0.000000,0.000000,0.000000,,,0,0
12350,1.121009,1.121009,0.000000,0.000000,0.000000,,,0,0
12400,1.143758,1.143758,0.000000,0.000000,0.000000,,,0,0
12450,1.107361,1.107361,0.000000,0.000000,0.000000,,,0,0
12500,1.101734,1.101734,0.000000,0.000000,0.000000,,,0,0
12550,1.072306,1.072306,0.000000,0.000000,0.000000,,,0,0
12600,1.062853,1.062853,0.000000,0.000000,0.000000,,,0,0
12650,1.087552,1.087552,0.000000,0.000000,0.000000,,,0,0
12700,1.157200,1.157200,0.000000,0.000000,0.000000,,,0,0
12750,1.121279,1.121279,0.000000,0.000000,0.000000,,,0,0
12800,1.127570,1.127570,0.000000,0.000000,0.000000,,,0,0
12850,1.064731,1.064731,0.000000,0.000000,0.000000,,,0,0
12900,1.071541,1.071541,0.000000,0.000000,0.000000,,,0,0
12950,1.092875,1.092875,0.000000,0.000000,0.000000,,,0,0
13000,1.083893,1.083893,0.000000,0.000000,0.000000,,,0,0
13050,1.070220,1.070220,0.000000,0.000000,0.000000,,,0,0
13100,1.084576,1.084576,0.000000,0.000000,0.000000,,,0,0
13150,1.052656,1.052656,0.000000,0.000000,0.000000,,,0,0
13200,1.083865,1.083865,0.000000,0.000000,0.000000,,,0,0
13250,1.097987,1.097987,0.000000,0.000000,0.000000,,,0,0
13300,1.048304,1.048304,0.000000,0.000000,0.000000,,,0,0
13350,1.063065,1.063065,0.000000,0.000000,0.000000,,,0,0
13400,1.095649,1.095649,0.000000,0.000000,0.000000,,,0,0
13450,1.050145,1.050145,0.000000,0.000000,0.000000,,,0,0
13500,1.037635,1.037635,0.000000,0.000000,0.000000,,,0,0
13550,1.007831,1.007831,0.000000,0.000000,0.000000,,,0,0
13600,0.999523,0.999523,0.000000,0.000000,0.000000,,,0,0
13650,1.078026,1.078026,0.000000,0.000000,0.000000,,,0,0
13700,1.077012,1.077012,0.000000,0.000000,0.000000,,,0,0
13750,1.050499,1.050499,0.000000,0.000000,0.000000,,,0,0
13800,1.039165,1.039165,0.000000,0.000000,0.000000,,,0,0
13850,1.049725,1.049725,0.000000,0.000000,0.000000,,,0,0
13900,1.069668,1.069668,0.000000,0.000000,0.000000,,,0,0
13950,1.040158,1.040158,0.000000,0.000000,0.000000,,,0,0
14000,1.016312,1.016312,0.000000,0.000000,0.000000,,,0,0
14000,,,,,,nan,0.000000,,
14050,1.049383,1.049383,0.000000,0.000000,0.000000,,,0,0
14100,1.071386,1.071386,0.000000,0.000000,0.000000,,,0,0
14150,1.044803,1.044803,0.000000,0.000000,0.000000,,,0,0
14200,1.077302,1.077302,0.000000,0.000000,0.000000,,,0,0
14250,1.031759,1.031759,0.000000,0.000000,0.000000,,,0,0
14300,1.016392,1.016392,0.000000,0.000000,0.000000,,,0,0
14350,1.028660,1.028660,0.000000,0.000000,0.000000,,,0,0
14400,1.009589,1.009589,0.000000,0.000000,0.000000,,,0,0
14450,0.963999,0.963999,0.000000,0.000000,0.000000,,,0,0
14500,0.989784,0.989784,0.000000,0.000000,0.000000,,,0,0
14550,0.963157,0.963157,0.000000,0.000000,0.000000,,,0,0
14600,1.017868,1.017868,0.000000,0.000000,0.000000,,,0,0
14650,1.014391,1.014391,0.000000,0.000000,0.000000,,,0,0
14700,0.988380,0.988380,0.000000,0.000000,0.000000,,,0,0
14750,0.997885,0.997885,0.000000,0.000000,0.000000,,,0,0
14800,0.961614,0.961614,0.000000,0.000000,0.000000,,,0,0
14850,1.003843,1.003843,0.000000,0.000000,0.000000,,,0,0
14900,0.994886,0.994886,0.000000,0.000000,0.000000,,,0,0
14950,0.999482,0.999482,0.000000,0.000000,0.000000,,,0,0
15000,0.984722,0.984722,0.000000,0.000000,0.000000,,,0,0
15050,1.003892,1.003892,0.000000,0.000000,0.000000,,,0,0
15100,1.027102,1.027102,0.000000,0.000000,0.000000,,,0,0
15150,1.008602,1.008602,0.000000,0.000000,0.000000,,,0,0
15200,0.984334,0.984334,0.000000,0.000000,0.000000,,,0,0
15250,0.991440,0.991440,0.000000,0.000000,0.000000,,,0,0
15300,0.977330,0.977330,0.000000,0.000000,0.000000,,,0,0
15350,0.950387,0.950387,0.000000,0.000000,0.000000,,,0,0
15400,0.967349,0.967349,0.000000,0.000000,0.000000,,,0,0
15450,0.967969,0.967969,0.000000,0.000000,0.000000,,,0,0
15500,0.993408,0.993408,0.000000,0.000000,0.000000,,,0,0
15550,0.968075,0.968075,0.000000,0.000000,0.000000,,,0,0
15600,0.973664,0.973664,0.000000,0.000000,0.000000,,,0,0
15650,0.994245,0.994245,0.000000,0.000000,0.000000,,,0,0
15700,0.942354,0.942354,0.000000,0.000000,0.000000,,,0,0
15750,0.960023,0.960023,0.000000,0.000000,0.000000,,,0,0
15800,0.992699,0.992699,0.000000,0.000000,0.000000,,,0,0
15850,0.949437,0.949437,0.000000,0.000000,0.000000,,,0,0
15900,0.979653,0.979653,0.000000,0.000000,0.000000,,,0,0
15950,0.931023,0.931023,0.000000,0.000000,0.000000,,,0,0
16000,0.955285,0.955285,0.000000,0.000000,0.000000,,,0,0
16000,,,,,,nan,0.000000,,
16050,0.970970,0.970970,0.000000,0.000000,0.000000,,,0,0
16100,0.970627,0.970627,0.000000,0.000000,0.000000,,,0,0
16150,0.956685,0.956685,0.000000,0.000000,0.000000,,,0,0
16200,0.929289,0.929289,0.000000,0.000000,0.000000,,,0,0
16250,0.965460,0.965460,0.000000,0.000000,0.000000,,,0,0
16300,0.957815,0.957815,0.000000,0.000000,0.000000,,,0,0
16350,0.954508,0.954508,0.000000,0.000000,0.000000,,,0,0
16400,0.917519,0.917519,0.000000,0.000000,0.000000,,,0,0
16450,0.958144,0.958144,0.000000,0.000000,0.000000,,,0,0
16500,0.927073,0.927073,0.000000,0.000000,0.000000,,,0,0
16550,0.900169,0.900169,0.000000,0.000000,0.000000,,,0,0
16600,0.946743,0.946743,0.000000,0.000000,0.000000,,,0,0
16650,0.960794,0.960794,0.000000,0.000000,0.000000,,,0,0
16700,0.941320,0.941320,0.000000,0.000000,0.000000,,,0,0
16750,0.920156,0.920156,0.000000,0.000000,0.000000,,,0,0
16800,0.914320,0.914320,0.000000,0.000000,0.000000,,,0,0
16850,0.937070,0.937070,0.000000,0.000000,0.000000,,,0,0
16900,0.946029,0.946029,0.000000,0.000000,0.000000,,,0,0
16950,0.928748,0.928748,0.000000,0.000000,0.000000,,,0,0
17000,0.945468,0.945468,0.000000,0.000000,0.000000,,,0,0
17050,0.945899,0.945899,0.000000,0.000000,0.000000,,,0,0
17100,0.966301,0.966301,0.000000,0.000000,0.000000,,,0,0
17150,0.876194,0.876194,0.000000,0.000000,0.000000,,,0,0
17200,0.951023,0.951023,0.000000,0.000000,0.000000,,,0,0
17250,0.930950,0.930950,0.000000,0.000000,0.000000,,,0,0
17300,0.928258,0.928258,0.000000,0.000000,0.000000,,,0,0
17350,0.914351,0.914351,0.000000,0.000000,0.000000,,,0,0
17400,0.923323,0.923323,0.000000,0.000000,0.000000,,,0,0
17450,0.929323,0.929323,0.000000,0.000000,0.000000,,,0,0
17500,0.906413,0.906413,0.000000,0.000000,0.000000,,,0,0
17550,0.916072,0.916072,0.000000,0.000000,0.000000,,,0,0
17600,0.880482,0.880482,0.000000,0.000000,0.000000,,,0,0
17650,0.898334,0.898334,0.000000,0.000000,0.000000,,,0,0
17700,0.914960,0.914960,0.000000,0.000000,0.000000,,,0,0
17750,0.921448,0.921448,0.000000,0.000000,0.000000,,,0,0
17800,0.929969,0.929969,0.000000,0.000000,0.000000,,,0,0
17850,0.876945,0.876945,0.000000,0.000000,0.000000,,,0,0
17900,0.917838,0.917838,0.000000,0.000000,0.000000,,,0,0
17950,0.894848,0.894848,0.000000,0.000000,0.000000,,,0,0
18000,0.904566,0.904566,0.000000,0.000000,0.000000,,,0,0
18000,,,,,,nan,0.000000,,
18050,0.873894,0.873894,0.000000,0.000000,0.000000,,,0,0
18100,0.876387,0.876387,0.000000,0.000000,0.000000,,,0,0
18150,0.904419,0.904419,0.000000,0.000000,0.000000,,,0,0
18200,0.924501,0.924501,0.000000,0.000000,0.000000,,,0,0
18250,0.903134,0.903134,0.000000,0.000000,0.000000,,,0,0
18300,0.892197,0.892197,0.000000,0.000000,0.000000,,,0,0
18350,0.862036,0.862036,0.000000,0.000000,0.000000,,,0,0
18400,0.897800,0.897800,0.000000,0.000000,0.000000,,,0,0
18450,0.887182,0.887182,0.000000,0.000000,0.000000,,,0,0
18500,0.874640,0.874640,0.000000,0.000000,0.000000,,,0,0
18550,0.857583,0.857583,0.000000,0.000000,0.000000,,,0,0
18600,0.874987,0.874987,0.000000,0.000000,0.000000,,,0,0
18650,0.887303,0.887303,0.000000,0.000000,0.000000,,,0,0
18700,0.896053,0.896053,0.000000,0.000000,0.000000,,,0,0
18750,0.877536,0.877536,0.000000,0.000000,0.000000,,,0,0
18800,0.922282,0.922282,0.000000,0.000000,0.000000,,,0,0
18850,0.878753,0.878753,0.000000,0.000000,0.000000,,,0,0
18900,0.876315,0.876315,0.000000,0.000000,0.000000,,,0,0
18950,0.858451,0.858451,0.000000,0.000000,0.000000,,,0,0
19000,0.868940,0.868940,0.000000,0.000000,0.000000,,,0,0
19050,0.863184,0.863184,0.000000,0.000000,0.000000,,,0,0
19100,0.855301,0.855301,0.000000,0.000000,0.000000,,,0,0
19150,0.852750,0.852750,0.000000,0.000000,0.000000,,,0,0
19200,0.878124,0.878124,0.000000,0.000000,0.000000,,,0,0
19250,0.861696,0.861696,0.000000,0.000000,0.000000,,,0,0
19300,0.897306,0.897306,0.000000,0.000000,0.000000,,,0,0
19350,0.862240,0.862240,0.000000,0.000000,0.000000,,,0,0
19400,0.845323,0.845323,0.000000,0.000000,0.000000,,,0,0
19450,0.853543,0.853543,0.000000,0.000000,0.000000,,,0,0
19500,0.881700,0.881700,0.000000,0.000000,0.000000,,,0,0
19550,0.915950,0.915950,0.000000,0.000000,0.000000,,,0,0
19600,0.861835,0.861835,0.000000,0.000000,0.000000,,,0,0
19650,0.845030,0.845030,0.000000,0.000000,0.000000,,,0,0
19700,0.886500,0.886500,0.000000,0.000000,0.000000,,,0,0
19750,0.851540,0.851540,0.000000,0.000000,0.000000,,,0,0
19800,0.859991,0.859991,0.000000,0.000000,0.000000,,,0,0
19850,0.831923,0.831923,0.000000,0.000000,0.000000,,,0,0
19900,0.858560,0.858560,0.000000,0.000000,0.000000,,,0,0
19950,0.864402,0.864402,0.000000,0.000000,0.000000,,,0,0
20000,0.873422,0.873422,0.000000,0.000000,0.000000,,,0,0
20000,,,,,,nan,0.000000,,
20050,0.870379,0.870379,0.000000,0.000000,0.000000,,,0,0
20100,0.874750,0.874750,0.000000,0.000000,0.000000,,,0,0
20150,0.818591,0.818591,0.000000,0.000000,0.000000,,,0,0
