epoch,train_total,train_sup,train_adv,train_unsup,train_disc,val_loss
59,4.442716,4.442716,0.000000,0.000000,0.000000,0.000000
60,4.386857,4.386857,0.000000,0.000000,0.000000,4.740372
61,4.397251,4.397251,0.000000,0.000000,0.000000,0.000000
62,4.365059,4.365059,0.000000,0.000000,0.000000,0.000000
63,4.374013,4.374013,0.000000,0.000000,0.000000,0.000000
64,4.324020,4.324020,0.000000,0.000000,0.000000,0.000000
65,4.451888,4.451888,0.000000,0.000000,0.000000,0.000000
66,4.342506,4.342506,0.000000,0.000000,0.000000,0.000000
67,4.187753,4.187753,0.000000,0.000000,0.000000,0.000000
68,4.345729,4.345729,0.000000,0.000000,0.000000,0.000000
69,4.211454,4.211454,0.000000,0.000000,0.000000,0.000000
70,4.292841,4.292841,0.000000,0.000000,0.000000,4.549429
71,4.227177,4.227177,0.000000,0.000000,0.000000,0.000000
72,4.279434,4.279434,0.000000,0.000000,0.000000,0.000000
73,4.222366,4.222366,0.000000,0.000000,0.000000,0.000000
74,4.114001,4.114001,0.000000,0.000000,0.000000,0.000000
75,4.193886,4.193886,0.000000,0.000000,0.000000,0.000000
76,4.164582,4.164582,0.000000,0.000000,0.000000,0.000000
77,4.157018,4.157018,0.000000,0.000000,0.000000,0.000000
78,4.125030,4.125030,0.000000,0.000000,0.000000,0.000000
79,4.111370,4.111370,0.000000,0.000000,0.000000,0.000000
80,4.026022,4.026022,0.000000,0.000000,0.000000,4.418488
81,4.092583,4.092583,0.000000,0.000000,0.000000,0.000000
82,4.103233,4.103233,0.000000,0.000000,0.000000,0.000000
83,3.986932,3.986932,0.000000,0.000000,0.000000,0.000000
84,4.035114,4.035114,0.000000,0.000000,0.000000,0.000000
85,4.030638,4.030638,0.000000,0.000000,0.000000,0.000000
86,3.981131,3.981131,0.000000,0.000000,0.000000,0.000000
87,3.995717,3.995717,0.000000,0.000000,0.000000,0.000000
88,4.031839,4.031839,0.000000,0.000000,0.000000,0.000000
89,3.843763,3.843763,0.000000,0.000000,0.000000,0.000000
90,4.040235,4.040235,0.000000,0.000000,0.000000,4.247005
91,3.839608,3.839608,0.000000,0.000000,0.000000,0.000000
92,4.034561,4.034561,0.000000,0.000000,0.000000,0.000000
93,3.858869,3.858869,0.000000,0.000000,0.000000,0.000000
94,3.878495,3.878495,0.000000,0.000000,0.000000,0.000000
95,3.744301,3.744301,0.000000,0.000000,0.000000,0.000000
96,3.876167,3.876167,0.000000,0.000000,0.000000,0.000000
97,3.824687,3.824687,0.000000,0.000000,0.000000,0.000000
98,3.905091,3.905091,0.000000,0.000000,0.000000,0.000000
99,3.844476,3.844476,0.000000,0.000000,0.000000,0.000000
100,3.819963,3.819963,0.000000,0.000000,0.000000,4.145537
101,3.705805,3.705805,0.000000,0.000000,0.000000,0.000000
102,3.576022,3.576022,0.000000,0.000000,0.000000,0.000000
103,3.722616,3.722616,0.000000,0.000000,0.000000,0.000000
104,3.734122,3.734122,0.000000,0.000000,0.000000,0.000000
105,3.666113,3.666113,0.000000,0.000000,0.000000,0.000000
106,3.754112,3.754112,0.000000,0.000000,0.000000,0.000000
107,3.707576,3.707576,0.000000,0.000000,0.000000,0.000000
108,3.659165,3.659165,0.000000,0.000000,0.000000,0.000000
109,3.491051,3.491051,0.000000,0.000000,0.000000,0.000000
110,3.669236,3.669236,0.000000,0.000000,0.000000,4.038244
111,3.667985,3.667985,0.000000,0.000000,0.000000,0.000000
112,3.536778,3.536778,0.000000,0.000000,0.000000,0.000000
113,3.492273,3.492273,0.000000,0.000000,0.000000,0.000000
114,3.703750,3.703750,0.000000,0.000000,0.000000,0.000000
115,3.560005,3.560005,0.000000,0.000000,0.000000,0.000000
116,3.515317,3.515317,0.000000,0.000000,0.000000,0.000000
117,3.576898,3.576898,0.000000,0.000000,0.000000,0.000000
118,3.675059,3.675059,0.000000,0.000000,0.000000,0.000000
119,3.410548,3.410548,0.000000,0.000000,0.000000,0.000000
120,3.528342,3.528342,0.000000,0.000000,0.000000,3.928481
121,3.531780,3.531780,0.000000,0.000000,0.000000,0.000000
122,3.417944,3.417944,0.000000,0.000000,0.000000,0.000000
123,3.573282,3.573282,0.000000,0.000000,0.000000,0.000000
124,3.433307,3.433307,0.000000,0.000000,0.000000,0.000000
125,3.398202,3.398202,0.000000,0.000000,0.000000,0.000000
126,3.381274,3.381274,0.000000,0.000000,0.000000,0.000000
127,3.413403,3.413403,0.000000,0.000000,0.000000,0.000000
128,3.321878,3.321878,0.000000,0.000000,0.000000,0.000000
129,3.329592,3.329592,0.000000,0.000000,0.000000,0.000000
130,3.398503,3.398503,0.000000,0.000000,0.000000,3.773459
131,3.327633,3.327633,0.000000,0.000000,0.000000,0.000000
132,3.381773,3.381773,0.000000,0.000000,0.000000,0.000000
133,3.317115,3.317115,0.000000,0.000000,0.000000,0.000000
134,3.323710,3.323710,0.000000,0.000000,0.000000,0.000000
135,3.232392,3.232392,0.000000,0.000000,0.000000,0.000000
136,3.332838,3.332838,0.000000,0.000000,0.000000,0.000000
137,3.373841,3.373841,0.000000,0.000000,0.000000,0.000000
138,3.407579,3.407579,0.000000,0.000000,0.000000,0.000000
139,3.356766,3.356766,0.000000,0.000000,0.000000,0.000000
140,3.302485,3.302485,0.000000,0.000000,0.000000,3.712848
141,3.205238,3.205238,0.000000,0.000000,0.000000,0.000000
142,3.236534,3.236534,0.000000,0.000000,0.000000,0.000000
143,3.328645,3.328645,0.000000,0.000000,0.000000,0.000000
144,3.247857,3.247857,0.000000,0.000000,0.000000,0.000000
145,3.228435,3.228435,0.000000,0.000000,0.000000,0.000000
146,3.145445,3.145445,0.000000,0.000000,0.000000,0.000000
147,3.194618,3.194618,0.000000,0.000000,0.000000,0.000000
148,3.224250,3.224250,0.000000,0.000000,0.000000,0.000000
149,3.066757,3.066757,0.000000,0.000000,0.000000,0.000000
150,3.264721,3.264721,0.000000,0.000000,0.000000,3.619440
151,3.127008,3.127008,0.000000,0.000000,0.000000,0.000000
152,3.109428,3.109428,0.000000,0.000000,0.000000,0.000000
153,3.010112,3.010112,0.000000,0.000000,0.000000,0.000000
154,3.200565,3.200565,0.000000,0.000000,0.000000,0.000000
155,3.181042,3.181042,0.000000,0.000000,0.000000,0.000000
156,3.116957,3.116957,0.000000,0.000000,0.000000,0.000000
157,2.999268,2.999268,0.000000,0.000000,0.000000,0.000000
158,3.115839,3.115839,0.000000,0.000000,0.000000,0.000000
159,3.077430,3.077430,0.000000,0.000000,0.000000,0.000000
160,3.082632,3.082632,0.000000,0.000000,0.000000,3.599176
161,3.110560,3.110560,0.000000,0.000000,0.000000,0.000000
162,2.962294,2.962294,0.000000,0.000000,0.000000,0.000000
163,3.043804,3.043804,0.000000,0.000000,0.000000,0.000000
164,3.055763,3.055763,0.000000,0.000000,0.000000,0.000000
165,3.057643,3.057643,0.000000,0.000000,0.000000,0.000000
166,2.965268,2.965268,0.000000,0.000000,0.000000,0.000000
167,3.006412,3.006412,0.000000,0.000000,0.000000,0.000000
168,3.025640,3.025640,0.000000,0.000000,0.000000,0.000000
169,3.075749,3.075749,0.000000,0.000000,0.000000,0.000000
170,2.957226,2.957226,0.000000,0.000000,0.000000,3.494957
171,2.969104,2.969104,0.000000,0.000000,0.000000,0.000000
172,2.826034,2.826034,0.000000,0.000000,0.000000,0.000000
173,2.938795,2.938795,0.000000,0.000000,0.000000,0.000000
174,2.909083,2.909083,0.000000,0.000000,0.000000,0.000000
175,2.848883,2.848883,0.000000,0.000000,0.000000,0.000000
176,2.796624,2.796624,0.000000,0.000000,0.000000,0.000000
177,2.816609,2.816609,0.000000,0.000000,0.000000,0.000000
178,2.809491,2.809491,0.000000,0.000000,0.000000,0.000000
179,2.740577,2.740577,0.000000,0.000000,0.000000,0.000000
180,2.946330,2.946330,0.000000,0.000000,0.000000,3.441752
181,2.857302,2.857302,0.000000,0.000000,0.000000,0.000000
182,2.837869,2.837869,0.000000,0.000000,0.000000,0.000000
183,2.971993,2.971993,0.000000,0.000000,0.000000,0.000000
184,2.753637,2.753637,0.000000,0.000000,0.000000,0.000000
185,2.909431,2.909431,0.000000,0.000000,0.000000,0.000000
186,2.761905,2.761905,0.000000,0.000000,0.000000,0.000000
187,2.759113,2.759113,0.000000,0.000000,0.000000,0.000000
188,2.903375,2.903375,0.000000,0.000000,0.000000,0.000000
189,2.667564,2.667564,0.000000,0.000000,0.000000,0.000000
190,2.705650,2.705650,0.000000,0.000000,0.000000,3.362548
191,2.790937,2.790937,0.000000,0.000000,0.000000,0.000000
192,2.733843,2.733843,0.000000,0.000000,0.000000,0.000000
193,2.772241,2.772241,0.000000,0.000000,0.000000,0.000000
194,2.773454,2.773454,0.000000,0.000000,0.000000,0.000000
195,2.744320,2.744320,0.000000,0.000000,0.000000,0.000000
196,2.724708,2.724708,0.000000,0.000000,0.000000,0.000000
197,2.712990,2.712990,0.000000,0.000000,0.000000,0.000000
198,2.737912,2.737912,0.000000,0.000000,0.000000,0.000000
199,2.599236,2.599236,0.000000,0.000000,0.000000,0.000000
200,2.668928,2.668928,0.000000,0.000000,0.000000,3.295219
201,2.624410,2.624410,0.000000,0.000000,0.000000,0.000000
202,2.550774,2.550774,0.000000,0.000000,0.000000,0.000000
203,2.637332,2.637332,0.000000,0.000000,0.000000,0.000000
204,2.614666,2.614666,0.000000,0.000000,0.000000,0.000000
205,2.616952,2.616952,0.000000,0.000000,0.000000,0.000000
206,2.579547,2.579547,0.000000,0.000000,0.000000,0.000000
207,2.710215,2.710215,0.000000,0.000000,0.000000,0.000000
208,2.596009,2.596009,0.000000,0.000000,0.000000,0.000000
209,2.540191,2.540191,0.000000,0.000000,0.000000,0.000000
210,2.502047,2.502047,0.000000,0.000000,0.000000,3.266694
211,2.437775,2.437775,0.000000,0.000000,0.000000,0.000000
212,2.531552,2.531552,0.000000,0.000000,0.000000,0.000000
213,2.628280,2.628280,0.000000,0.000000,0.000000,0.000000
214,2.632150,2.632150,0.000000,0.000000,0.000000,0.000000
215,2.587880,2.587880,0.000000,0.000000,0.000000,0.000000
216,2.579118,2.579118,0.000000,0.000000,0.000000,0.000000
217,2.470667,2.470667,0.000000,0.000000,0.000000,0.000000
218,2.528487,2.528487,0.000000,0.000000,0.000000,0.000000
219,2.596018,2.596018,0.000000,0.000000,0.000000,0.000000
220,2.483631,2.483631,0.000000,0.000000,0.000000,3.204258
221,2.386809,2.386809,0.000000,0.000000,0.000000,0.000000
222,2.491258,2.491258,0.000000,0.000000,0.000000,0.000000
223,2.388327,2.388327,0.000000,0.000000,0.000000,0.000000
224,2.514302,2.514302,0.000000,0.000000,0.000000,0.000000
225,2.443835,2.443835,0.000000,0.000000,0.000000,0.000000
226,2.445909,2.445909,0.000000,0.000000,0.000000,0.000000
227,2.421706,2.421706,0.000000,0.000000,0.000000,0.000000
228,2.407666,2.407666,0.000000,0.000000,0.000000,0.000000
229,2.339837,2.339837,0.000000,0.000000,0.000000,0.000000
230,2.393891,2.393891,0.000000,0.000000,0.000000,3.170908
231,2.348717,2.348717,0.000000,0.000000,0.000000,0.000000
232,2.454043,2.454043,0.000000,0.000000,0.000000,0.000000
233,2.381254,2.381254,0.000000,0.000000,0.000000,0.000000
234,2.290167,2.290167,0.000000,0.000000,0.000000,0.000000
235,2.300696,2.300696,0.000000,0.000000,0.000000,0.000000
236,2.255125,2.255125,0.000000,0.000000,0.000000,0.000000
237,2.378842,2.378842,0.000000,0.000000,0.000000,0.000000
238,2.359562,2.359562,0.000000,0.000000,0.000000,0.000000
239,2.328943,2.328943,0.000000,0.000000,0.000000,0.000000
240,2.204136,2.204136,0.000000,0.000000,0.000000,3.101363
241,2.219527,2.219527,0.000000,0.000000,0.000000,0.000000
242,2.306537,2.306537,0.000000,0.000000,0.000000,0.000000
243,2.257371,2.257371,0.000000,0.000000,0.000000,0.000000
244,2.389807,2.389807,0.000000,0.000000,0.000000,0.000000
245,2.424888,2.424888,0.000000,0.000000,0.000000,0.000000
246,2.163645,2.163645,0.000000,0.000000,0.000000,0.000000
247,2.317166,2.317166,0.000000,0.000000,0.000000,0.000000
248,2.301528,2.301528,0.000000,0.000000,0.000000,0.000000
249,2.284402,2.284402,0.000000,0.000000,0.000000,0.000000
250,2.209200,2.209200,0.000000,0.000000,0.000000,3.091085
251,2.354082,2.354082,0.000000,0.000000,0.000000,0.000000
252,2.258842,2.258842,0.000000,0.000000,0.000000,0.000000
253,2.179280,2.179280,0.000000,0.000000,0.000000,0.000000
254,2.336474,2.336474,0.000000,0.000000,0.000000,0.000000
255,2.313429,2.313429,0.000000,0.000000,0.000000,0.000000
256,2.231534,2.231534,0.000000,0.000000,0.000000,0.000000
257,2.188557,2.188557,0.000000,0.000000,0.000000,0.000000
258,2.230681,2.230681,0.000000,0.000000,0.000000,0.000000
259,2.259878,2.259878,0.000000,0.000000,0.000000,0.000000
260,2.244778,2.244778,0.000000,0.000000,0.000000,3.028276
261,2.242922,2.242922,0.000000,0.000000,0.000000,0.000000
262,2.144227,2.144227,0.000000,0.000000,0.000000,0.000000
263,2.158771,2.158771,0.000000,0.000000,0.000000,0.000000
264,2.084422,2.084422,0.000000,0.000000,0.000000,0.000000
265,2.112126,2.112126,0.000000,0.000000,0.000000,0.000000
266,2.051726,2.051726,0.000000,0.000000,0.000000,0.000000
267,2.161292,2.161292,0.000000,0.000000,0.000000,0.000000
268,2.083850,2.083850,0.000000,0.000000,0.000000,0.000000
269,2.121157,2.121157,0.000000,0.000000,0.000000,0.000000
270,2.130450,2.130450,0.000000,0.000000,0.000000,3.010848
271,2.010976,2.010976,0.000000,0.000000,0.000000,0.000000
272,2.108939,2.108939,0.000000,0.000000,0.000000,0.000000
273,2.134111,2.134111,0.000000,0.000000,0.000000,0.000000
274,2.042911,2.042911,0.000000,0.000000,0.000000,0.000000
275,2.072231,2.072231,0.000000,0.000000,0.000000,0.000000
276,2.094684,2.094684,0.000000,0.000000,0.000000,0.000000
277,2.138814,2.138814,0.000000,0.000000,0.000000,0.000000
278,1.999922,1.999922,0.000000,0.000000,0.000000,0.000000
279,2.042440,2.042440,0.000000,0.000000,0.000000,0.000000
280,2.114970,2.114970,0.000000,0.000000,0.000000,2.990065
281,2.090549,2.090549,0.000000,0.000000,0.000000,0.000000
282,1.999139,1.999139,0.000000,0.000000,0.000000,0.000000
283,1.897782,1.897782,0.000000,0.000000,0.000000,0.000000
284,1.938068,1.938068,0.000000,0.000000,0.000000,0.000000
285,1.951990,1.951990,0.000000,0.000000,0.000000,0.000000
286,1.946112,1.946112,0.000000,0.000000,0.000000,0.000000
287,1.899869,1.899869,0.000000,0.000000,0.000000,0.000000
288,2.096616,2.096616,0.000000,0.000000,0.000000,0.000000
289,2.070355,2.070355,0.000000,0.000000,0.000000,0.000000
290,1.942180,1.942180,0.000000,0.000000,0.000000,2.952926
291,2.035589,2.035589,0.000000,0.000000,0.000000,0.000000
292,1.977994,1.977994,0.000000,0.000000,0.000000,0.000000
293,1.962086,1.962086,0.000000,0.000000,0.000000,0.000000
294,2.060108,2.060108,0.000000,0.000000,0.000000,0.000000
295,1.939376,1.939376,0.000000,0.000000,0.000000,0.000000
296,1.942217,1.942217,0.000000,0.000000,0.000000,0.000000
297,1.917558,1.917558,0.000000,0.000000,0.000000,0.000000
298,2.148146,2.148146,0.000000,0.000000,0.000000,0.000000
299,1.935861,1.935861,0.000000,0.000000,0.000000,0.000000
300,2.016711,2.016711,0.000000,0.000000,0.000000,2.940996
301,2.039213,2.039213,0.000000,0.000000,0.000000,0.000000
302,2.062743,2.062743,0.000000,0.000000,0.000000,0.000000
303,2.015917,2.015917,0.000000,0.000000,0.000000,0.000000
304,1.925629,1.925629,0.000000,0.000000,0.000000,0.000000
305,1.953834,1.953834,0.000000,0.000000,0.000000,0.000000
306,1.876263,1.876263,0.000000,0.000000,0.000000,0.000000
307,1.897779,1.897779,0.000000,0.000000,0.000000,0.000000
308,2.014883,2.014883,0.000000,0.000000,0.000000,0.000000
309,1.695633,1.695633,0.000000,0.000000,0.000000,0.000000
310,1.824014,1.824014,0.000000,0.000000,0.000000,2.918205
311,1.909010,1.909010,0.000000,0.000000,0.000000,0.000000
312,1.829562,1.829562,0.000000,0.000000,0.000000,0.000000
313,1.897035,1.897035,0.000000,0.000000,0.000000,0.000000
314,2.002062,2.002062,0.000000,0.000000,0.000000,0.000000
315,1.877721,1.877721,0.000000,0.000000,0.000000,0.000000
316,1.967394,1.967394,0.000000,0.000000,0.000000,0.000000
317,1.888749,1.888749,0.000000,0.000000,0.000000,0.000000
318,1.942535,1.942535,0.000000,0.000000,0.000000,0.000000
319,1.858344,1.858344,0.000000,0.000000,0.000000,0.000000
320,1.917066,1.917066,0.000000,0.000000,0.000000,2.888177
321,1.839920,1.839920,0.000000,0.000000,0.000000,0.000000
322,1.826340,1.826340,0.000000,0.000000,0.000000,0.000000
323,1.801402,1.801402,0.000000,0.000000,0.000000,0.000000
324,1.820956,1.820956,0.000000,0.000000,0.000000,0.000000
325,1.850216,1.850216,0.000000,0.000000,0.000000,0.000000
326,1.966044,1.966044,0.000000,0.000000,0.000000,0.000000
327,1.682261,1.682261,0.000000,0.000000,0.000000,0.000000
328,1.699612,1.699612,0.000000,0.000000,0.000000,0.000000
329,1.843142,1.843142,0.000000,0.000000,0.000000,0.000000
330,1.884879,1.884879,0.000000,0.000000,0.000000,2.870470
331,1.786742,1.786742,0.000000,0.000000,0.000000,0.000000
332,1.821408,1.821408,0.000000,0.000000,0.000000,0.000000
333,1.762586,1.762586,0.000000,0.000000,0.000000,0.000000
334,1.719386,1.719386,0.000000,0.000000,0.000000,0.000000
335,1.816571,1.816571,0.000000,0.000000,0.000000,0.000000
336,1.783577,1.783577,0.000000,0.000000,0.000000,0.000000
337,1.634692,1.634692,0.000000,0.000000,0.000000,0.000000
338,1.754746,1.754746,0.000000,0.000000,0.000000,0.000000
339,1.766872,1.766872,0.000000,0.000000,0.000000,0.000000
340,1.662021,1.662021,0.000000,0.000000,0.000000,2.875231
341,1.743492,1.743492,0.000000,0.000000,0.000000,0.000000
342,1.696144,1.696144,0.000000,0.000000,0.000000,0.000000
343,1.762325,1.762325,0.000000,0.000000,0.000000,0.000000
344,1.757269,1.757269,0.000000,0.000000,0.000000,0.000000
345,1.789012,1.789012,0.000000,0.000000,0.000000,0.000000
346,1.654133,1.654133,0.000000,0.000000,0.000000,0.000000
347,1.837038,1.837038,0.000000,0.000000,0.000000,0.000000
348,1.774016,1.774016,0.000000,0.000000,0.000000,0.000000
349,1.608840,1.608840,0.000000,0.000000,0.000000,0.000000
350,1.700402,1.700402,0.000000,0.000000,0.000000,2.854918
351,1.623648,1.623648,0.000000,0.000000,0.000000,0.000000
352,1.686111,1.686111,0.000000,0.000000,0.000000,0.000000
353,1.677415,1.677415,0.000000,0.000000,0.000000,0.000000
354,1.780864,1.780864,0.000000,0.000000,0.000000,0.000000
355,1.880424,1.880424,0.000000,0.000000,0.000000,0.000000
356,1.638320,1.638320,0.000000,0.000000,0.000000,0.000000
357,1.677731,1.677731,0.000000,0.000000,0.000000,0.000000
358,1.668314,1.668314,0.000000,0.000000,0.000000,0.000000
359,1.657365,1.657365,0.000000,0.000000,0.000000,0.000000
360,1.652683,1.652683,0.000000,0.000000,0.000000,2.819715
361,1.605143,1.605143,0.000000,0.000000,0.000000,0.000000
362,1.794827,1.794827,0.000000,0.000000,0.000000,0.000000
363,1.709038,1.709038,0.000000,0.000000,0.000000,0.000000
364,1.587402,1.587402,0.000000,0.000000,0.000000,0.000000
365,1.729169,1.729169,0.000000,0.000000,0.000000,0.000000
366,1.663094,1.663094,0.000000,0.000000,0.000000,0.000000
367,1.730230,1.730230,0.000000,0.000000,0.000000,0.000000
368,1.680903,1.680903,0.000000,0.000000,0.000000,0.000000
369,1.598826,1.598826,0.000000,0.000000,0.000000,0.000000
370,1.597165,1.597165,0.000000,0.000000,0.000000,2.812704
371,1.657235,1.657235,0.000000,0.000000,0.000000,0.000000
372,1.653338,1.653338,0.000000,0.000000,0.000000,0.000000
373,1.688377,1.688377,0.000000,0.000000,0.000000,0.000000
374,1.695116,1.695116,0.000000,0.000000,0.000000,0.000000
375,1.634483,1.634483,0.000000,0.000000,0.000000,0.000000
376,1.651860,1.651860,0.000000,0.000000,0.000000,0.000000
377,1.679730,1.679730,0.000000,0.000000,0.000000,0.000000
378,1.643920,1.643920,0.000000,0.000000,0.000000,0.000000
379,1.792568,1.792568,0.000000,0.000000,0.000000,0.000000
380,1.697607,1.697607,0.000000,0.000000,0.000000,2.814204
381,1.698866,1.698866,0.000000,0.000000,0.000000,0.000000
382,1.693218,1.693218,0.000000,0.000000,0.000000,0.000000
383,1.645614,1.645614,0.000000,0.000000,0.000000,0.000000
384,1.613549,1.613549,0.000000,0.000000,0.000000,0.000000
385,1.691411,1.691411,0.000000,0.000000,0.000000,0.000000
386,1.656794,1.656794,0.000000,0.000000,0.000000,0.000000
387,1.643914,1.643914,0.000000,0.000000,0.000000,0.000000
388,1.528431,1.528431,0.000000,0.000000,0.000000,0.000000
389,1.590714,1.590714,0.000000,0.000000,0.000000,0.000000
390,1.594041,1.594041,0.000000,0.000000,0.000000,2.806149
391,1.575571,1.575571,0.000000,0.000000,0.000000,0.000000
392,1.509479,1.509479,0.000000,0.000000,0.000000,0.000000
393,1.554533,1.554533,0.000000,0.000000,0.000000,0.000000
394,1.583492,1.583492,0.000000,0.000000,0.000000,0.000000
395,1.515313,1.515313,0.000000,0.000000,0.000000,0.000000
396,1.635166,1.635166,0.000000,0.000000,0.000000,0.000000
397,1.611033,1.611033,0.000000,0.000000,0.000000,0.000000
398,1.561977,1.561977,0.000000,0.000000,0.000000,0.000000
399,1.642825,1.642825,0.000000,0.000000,0.000000,0.000000
400,1.445974,1.445974,0.000000,0.000000,0.000000,2.809239
401,1.541689,1.541689,0.000000,0.000000,0.000000,0.000000
402,1.524032,1.524032,0.000000,0.000000,0.000000,0.000000
403,1.595123,1.595123,0.000000,0.000000,0.000000,0.000000
404,1.494704,1.494704,0.000000,0.000000,0.000000,0.000000
405,1.581548,1.581548,0.000000,0.000000,0.000000,0.000000
406,1.580010,1.580010,0.000000,0.000000,0.000000,0.000000
407,1.615264,1.615264,0.000000,0.000000,0.000000,0.000000
408,1.467107,1.467107,0.000000,0.000000,0.000000,0.000000
409,1.568017,1.568017,0.000000,0.000000,0.000000,0.000000
410,1.474711,1.474711,0.000000,0.000000,0.000000,2.787693
411,1.644931,1.644931,0.000000,0.000000,0.000000,0.000000
412,1.473753,1.473753,0.000000,0.000000,0.000000,0.000000
413,1.454542,1.454542,0.000000,0.000000,0.000000,0.000000
414,1.526104,1.526104,0.000000,0.000000,0.000000,0.000000
415,1.460081,1.460081,0.000000,0.000000,0.000000,0.000000
416,1.582372,1.582372,0.000000,0.000000,0.000000,0.000000
417,1.476374,1.476374,0.000000,0.000000,0.000000,0.000000
418,1.478141,1.478141,0.000000,0.000000,0.000000,0.000000
419,1.385368,1.385368,0.000000,0.000000,0.000000,0.000000
420,1.412129,1.412129,0.000000,0.000000,0.000000,2.779746
421,1.428263,1.428263,0.000000,0.000000,0.000000,0.000000
422,1.546902,1.546902,0.000000,0.000000,0.000000,0.000000
423,1.494923,1.494923,0.000000,0.000000,0.000000,0.000000
424,1.394602,1.394602,0.000000,0.000000,0.000000,0.000000
425,1.606366,1.606366,0.000000,0.000000,0.000000,0.000000
426,1.446316,1.446316,0.000000,0.000000,0.000000,0.000000
427,1.426216,1.426216,0.000000,0.000000,0.000000,0.000000
428,1.502525,1.502525,0.000000,0.000000,0.000000,0.000000
429,1.625582,1.625582,0.000000,0.000000,0.000000,0.000000
430,1.539500,1.539500,0.000000,0.000000,0.000000,2.790961
431,1.496255,1.496255,0.000000,0.000000,0.000000,0.000000
432,1.543638,1.543638,0.000000,0.000000,0.000000,0.000000
433,1.551021,1.551021,0.000000,0.000000,0.000000,0.000000
434,1.559258,1.559258,0.000000,0.000000,0.000000,0.000000
435,1.389654,1.389654,0.000000,0.000000,0.000000,0.000000
